Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R53,10k,R_0402_1005Metric,154.0,-62.16,0.0,top
R54,10k,R_0402_1005Metric,159.49,-62.14,180.0,top
R55,10k,R_0402_1005Metric,157.5,-62.15,0.0,top
R56,2.2k,R_0402_1005Metric,139.142619,-70.478465,180.0,top
R57,2.2k,R_0402_1005Metric,134.852619,-70.468465,180.0,top
R58,120,R_0402_1005Metric,137.192619,-70.478465,0.0,top
R59,10,R_0603_1608Metric,186.75,-99.660001,-90.0,top
R60,10k,R_0402_1005Metric,185.0,-98.590001,180.0,top
R68,1.5k,R_0603_1608Metric,161.09,-78.76,90.0,top
R69,10k,R_0402_1005Metric,161.28,-76.71,180.0,top
R70,5.1k,R_0603_1608Metric,161.216307,-73.27676,90.0,top
R71,7.5k,R_0603_1608Metric,161.62,-90.52,0.0,top
R72,2k,R_0603_1608Metric,158.56,-90.52,180.0,top
R73,5.1k,R_0402_1005Metric,164.0,-71.5,90.0,top
U2,CH340K,CH340K,128.74,-106.67,-90.0,top
U5,MAX3485,SOP-8_3.9x4.9mm_P1.27mm,137.792619,-74.778465,0.0,top
U6,MC34063AD,SOIC-8_3.9x4.9mm_P1.27mm,184.810001,-108.765001,0.0,top
