Comment,Designator,Footprint,LCSC
WS2812C-2020-V1,"D1,D10,D11,D12,D13,D14,D15,D16,D2,D3,D4,D5,D6,D7,D8,D9",WS2812C-2020-V1,C2976072
0.1uF,"C1,C10,C11,C12,C13,C14,C15,C16,C2,C3,C4,C5,C6,C7,C8,C9",C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,C66501
Conn_01x03_Pin,J2,JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical,
Conn_01x03_Pin,J1,JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical,
