Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R2,100k,R_0402_1005Metric,111.05,-125.06,90.0,bottom
R3,PullUP?,R_0603_1608Metric,152.51,-114.17,90.0,bottom
R4,10k,R_0402_1005Metric,110.01,-125.08,270.0,bottom
R5,PullUP?,R_0603_1608Metric,154.38,-110.53,270.0,bottom
R6,5.1k,R_0402_1005Metric,156.55,-125.9,270.0,bottom
R7,33k,R_0603_1608Metric,122.84,-94.31,90.0,bottom
R8,10k,R_0603_1608Metric,124.4,-94.29,270.0,bottom
R9,10k,R_0402_1005Metric,111.3,-130.57,0.0,bottom
R10,5.1k,R_0402_1005Metric,159.06,-126.48,0.0,bottom
R11,1k,R_0402_1005Metric,157.56,-125.91,270.0,bottom
R12,10k,R_0402_1005Metric,150.01,-114.62,0.0,bottom
R13,10k,R_0402_1005Metric,132.71,-95.82,270.0,bottom
R14,10k,R_0402_1005Metric,150.8,-109.32,0.0,bottom
R15,1k,R_0402_1005Metric,150.8,-108.32,180.0,bottom
R16,10k,R_0402_1005Metric,140.55,-118.32,90.0,bottom
R17,1k,R_0402_1005Metric,152.3,-117.29,0.0,bottom
R18,1k,R_0402_1005Metric,152.25,-119.04,0.0,bottom
R19,1k,R_0402_1005Metric,152.25,-120.79,0.0,bottom
R20,10k,R_0402_1005Metric,142.3,-119.32,0.0,bottom
R21,100k,R_0402_1005Metric,132.49,-100.84,180.0,bottom
R22,1k,R_0402_1005Metric,135.55,-105.82,270.0,bottom
R23,330,R_0402_1005Metric,134.55,-105.82,270.0,bottom
R24,10,R_0402_1005Metric,133.55,-105.82,270.0,bottom
R25,10k,R_0402_1005Metric,139.55,-118.32,90.0,bottom
R26,1.2k,R_0402_1005Metric,140.8,-91.82,270.0,bottom
R27,10k,R_0402_1005Metric,137.35,-103.02,180.0,bottom
R28,10k,R_0402_1005Metric,182.15,-77.57,0.0,bottom
R29,100k,R_0402_1005Metric,140.3,-93.32,0.0,bottom
R30,10k,R_0402_1005Metric,139.8,-91.82,90.0,bottom
R31,10k,R_0402_1005Metric,184.15,-77.57,180.0,bottom
R32,10k,R_0402_1005Metric,134.8,-93.82,270.0,bottom
R33,10k,R_0402_1005Metric,133.8,-95.82,90.0,bottom
R34,10k,R_0402_1005Metric,188.55,-127.07,0.0,bottom
R35,10k,R_0402_1005Metric,183.55,-128.07,90.0,bottom
R36,1k,R_0402_1005Metric,183.55,-130.07,270.0,bottom
R37,100k,R_0402_1005Metric,178.06,-85.87,90.0,bottom
R38,10k,R_0402_1005Metric,183.03,-90.07,90.0,bottom
R39,10k,R_0402_1005Metric,180.82,-90.33,0.0,bottom
R40,10k,R_0402_1005Metric,185.73,-90.07,90.0,bottom
R41,10k,R_0402_1005Metric,161.3,-115.82,270.0,bottom
R42,10k,R_0402_1005Metric,187.18,-86.36,180.0,bottom
R43,10k,R_0402_1005Metric,184.73,-90.07,270.0,bottom
R44,10k,R_0402_1005Metric,139.300001,-106.069999,270.0,bottom
R45,10k,R_0402_1005Metric,183.55,-131.97,90.0,bottom
R46,10k,R_0402_1005Metric,183.55,-133.87,270.0,bottom
R47,10k,R_0402_1005Metric,173.66,-120.06,270.0,bottom
R48,10k,R_0402_1005Metric,169.13,-127.69,180.0,bottom
R49,10k,R_0402_1005Metric,174.72,-120.07,270.0,bottom
R50,10k,R_0402_1005Metric,139.33,-120.68,90.0,bottom
R51,10k,R_0402_1005Metric,167.84,-118.25,0.0,bottom
R52,10k,R_0402_1005Metric,138.11,-120.81,90.0,bottom
R53,10k,R_0402_1005Metric,165.8,-118.25,0.0,bottom
R54,10k,R_0402_1005Metric,163.8,-118.25,180.0,bottom
R55,10k,R_0402_1005Metric,161.76,-118.23,0.0,bottom
R56,10k,R_0402_1005Metric,156.19,-121.77,90.0,bottom
R57,10k,R_0402_1005Metric,191.55,-134.07,90.0,bottom
R58,10k,R_0402_1005Metric,150.3,-105.32,90.0,bottom
R59,10k,R_0402_1005Metric,191.6,-117.66,90.0,bottom
R60,100k,R_0402_1005Metric,147.3,-101.32,90.0,bottom
R61,10k,R_0402_1005Metric,149.3,-101.32,270.0,bottom
R62,1k,R_0402_1005Metric,168.12,-111.35,180.0,bottom
R63,1k,R_0402_1005Metric,168.13,-113.09,180.0,bottom
R65,10k,R_0402_1005Metric,150.3,-101.32,90.0,bottom
R66,1k,R_0402_1005Metric,166.11,-111.61,0.0,bottom
R67,1k,R_0402_1005Metric,166.14,-113.14,0.0,bottom
R68,10k,R_0402_1005Metric,151.3,-95.82,90.0,bottom
R69,10k,R_0402_1005Metric,169.12,-115.38,270.0,bottom
R70,1k,R_0402_1005Metric,149.37,-133.05,90.0,bottom
R71,1k,R_0402_1005Metric,150.46,-133.07,90.0,bottom
R72,1k,R_0402_1005Metric,168.46,-134.59,180.0,bottom
R73,1k,R_0402_1005Metric,148.33,-133.56,90.0,bottom
R74,10k,R_0402_1005Metric,197.05,-94.57,180.0,bottom
R75,10k,R_0402_1005Metric,181.4875,-99.32,270.0,bottom
R76,10k,R_0402_1005Metric,197.05,-87.57,180.0,bottom
